Sensor ID, F22AF15072C9
Timestamp,2017-10-21 11:37:18
Samples,16382
Interval,500ms

Sample #, Temperature, Humidity, Lux, Acc X, Acc Y, Acc Z
2017-10-21 11:50:20,27.9,69.1,5.0,0.34,-1.01,0.12
2017-10-21 11:50:21,27.9,69.1,5.0,0.20,-0.75,0.83
2017-10-21 11:50:21,27.9,69.1,5.0,0.19,-0.90,0.25
2017-10-21 11:50:22,27.9,69.1,5.0,0.97,-0.63,0.77
2017-10-21 11:50:22,27.9,69.1,5.0,-0.15,-1.27,0.51
2017-10-21 11:50:23,27.9,69.1,5.0,0.00,-0.99,-0.07
2017-10-21 11:50:23,27.9,69.0,5.0,-0.00,-0.99,-0.08
2017-10-21 11:50:24,27.9,69.1,5.0,-0.00,-0.99,-0.09
2017-10-21 11:50:24,27.9,69.1,5.0,-0.01,-0.99,-0.08
2017-10-21 11:50:25,27.9,69.1,5.0,-0.01,-1.00,-0.09
2017-10-21 11:50:25,27.9,69.0,5.0,-0.00,-0.99,-0.11
2017-10-21 11:50:26,27.9,69.0,5.0,0.01,-0.99,-0.11
2017-10-21 11:50:26,27.9,69.0,5.0,0.02,-0.99,-0.09
2017-10-21 11:50:27,27.9,69.1,5.0,0.01,-0.99,-0.10
2017-10-21 11:50:27,27.9,69.0,5.0,0.08,-0.99,-0.03
2017-10-21 11:50:28,27.9,69.1,5.0,0.03,-0.99,-0.08
2017-10-21 11:50:28,27.9,69.0,5.0,-0.08,-1.00,-0.11
2017-10-21 11:50:29,27.9,69.0,5.0,0.06,-0.87,0.32
2017-10-21 11:50:29,27.9,69.0,5.0,0.33,-0.98,0.22
2017-10-21 11:50:30,27.9,69.0,5.0,0.12,-0.96,-0.17
2017-10-21 11:50:30,28.0,69.1,5.0,0.00,-1.21,-0.07
2017-10-21 11:50:31,28.0,69.0,5.0,0.08,-0.99,-0.04
2017-10-21 11:50:31,27.9,69.0,5.0,0.11,-1.01,0.01
2017-10-21 11:50:32,27.9,69.0,5.0,0.09,-1.00,-0.07
2017-10-21 11:50:32,27.9,69.0,5.0,0.11,-0.99,0.03
2017-10-21 11:50:33,27.9,69.0,5.0,0.52,-0.85,0.23
2017-10-21 11:50:33,27.9,69.1,5.0,0.20,-0.96,0.03
2017-10-21 11:50:34,27.9,69.0,5.0,0.04,-1.00,0.26
2017-10-21 11:50:34,28.0,69.0,5.0,-0.06,-0.96,0.35
2017-10-21 11:50:35,27.9,69.1,5.0,-0.08,-0.93,0.23
2017-10-21 11:50:35,28.0,69.0,5.0,0.22,-0.83,0.45
2017-10-21 11:50:36,28.0,69.0,5.0,0.18,-0.97,0.06
2017-10-21 11:50:36,28.0,69.0,5.0,-0.13,-0.63,0.19
2017-10-21 11:50:37,28.0,69.0,5.0,0.18,-0.98,0.03
2017-10-21 11:50:37,28.0,69.0,5.0,0.25,-1.05,0.15
2017-10-21 11:50:38,28.0,69.0,5.0,0.12,-1.01,-0.14
2017-10-21 11:50:38,28.0,69.0,5.0,0.10,-0.99,-0.07
2017-10-21 11:50:39,28.0,69.0,5.0,0.10,-0.99,-0.05
2017-10-21 11:50:39,28.0,69.0,5.0,0.07,-1.00,-0.06
2017-10-21 11:50:40,28.0,69.0,5.0,0.11,-1.00,-0.04
2017-10-21 11:50:40,28.0,69.0,5.0,0.11,-0.98,0.01
2017-10-21 11:50:41,28.0,69.0,5.0,-0.02,-1.03,0.02
2017-10-21 11:50:41,28.0,69.0,5.0,0.03,-0.96,0.31
2017-10-21 11:50:42,28.0,69.0,5.0,0.22,-1.01,-0.03
2017-10-21 11:50:42,28.0,69.0,5.0,0.18,-1.01,0.05
2017-10-21 11:50:43,28.0,69.0,5.0,0.24,-0.74,0.53
2017-10-21 11:50:43,28.0,69.0,5.0,0.23,-0.99,0.07
2017-10-21 11:50:44,28.0,69.0,5.0,0.19,-1.09,-0.11
2017-10-21 11:50:44,28.0,69.0,5.0,0.37,-0.45,0.42
2017-10-21 11:50:45,28.0,69.0,5.0,0.20,-0.99,-0.04
2017-10-21 11:50:45,28.0,69.0,5.0,0.26,-0.96,0.42
2017-10-21 11:50:46,28.0,69.0,5.0,0.20,-0.82,0.06
2017-10-21 11:50:46,28.0,69.0,5.0,0.12,-0.98,-0.06
2017-10-21 11:50:47,28.0,69.0,5.0,0.79,-0.58,0.58
2017-10-21 11:50:47,28.0,69.0,5.0,0.04,-0.97,0.41
2017-10-21 11:50:48,28.0,69.0,5.0,0.05,-0.99,-0.05
2017-10-21 11:50:48,28.0,69.0,5.0,0.05,-0.97,0.24
2017-10-21 11:50:49,28.0,69.0,5.0,-0.01,-0.97,0.17
2017-10-21 11:50:49,28.0,69.0,5.0,0.02,-0.99,0.10
2017-10-21 11:50:50,28.0,69.0,5.0,0.09,-1.00,0.08
2017-10-21 11:50:50,28.0,69.0,5.0,0.09,-1.00,0.07
2017-10-21 11:50:51,28.0,69.0,5.0,0.12,-1.00,0.07
2017-10-21 11:50:51,28.0,69.0,5.0,0.12,-0.99,0.07
2017-10-21 11:50:52,28.0,69.0,5.0,0.08,-1.01,0.05
2017-10-21 11:50:52,28.1,69.0,5.0,0.09,-1.00,0.06
2017-10-21 11:50:53,28.0,69.0,5.0,0.08,-1.00,0.05
2017-10-21 11:50:53,28.0,69.0,5.0,0.08,-1.00,0.06
2017-10-21 11:50:54,28.0,69.0,5.0,0.14,-1.00,0.06
2017-10-21 11:50:54,28.1,69.0,5.0,0.12,-0.96,0.06
2017-10-21 11:50:55,28.1,68.9,5.0,0.09,-0.99,0.01
2017-10-21 11:50:55,28.0,69.0,5.0,0.08,-1.00,0.05
2017-10-21 11:50:56,28.1,69.0,5.0,0.12,-0.99,0.11
2017-10-21 11:50:56,28.1,69.0,5.0,0.06,-1.00,0.10
2017-10-21 11:50:57,28.1,69.0,5.0,0.03,-0.99,0.13
2017-10-21 11:50:57,28.1,68.9,5.0,0.05,-0.99,0.07
2017-10-21 11:50:58,28.1,69.0,5.0,0.05,-1.00,0.07
2017-10-21 11:50:58,28.0,69.0,5.0,0.06,-1.00,0.06
2017-10-21 11:50:59,28.1,68.9,5.0,0.05,-1.00,0.02
2017-10-21 11:50:59,28.1,69.0,5.0,0.04,-1.00,0.05
2017-10-21 11:51:00,28.1,69.0,5.0,0.08,-1.00,0.05
2017-10-21 11:51:00,28.1,69.0,5.0,0.08,-1.00,0.05
2017-10-21 11:51:01,28.1,69.0,5.0,0.06,-1.00,0.07
2017-10-21 11:51:01,28.1,69.0,5.0,0.08,-0.99,0.05
2017-10-21 11:51:02,28.1,69.0,5.0,0.11,-0.99,0.12
2017-10-21 11:51:02,28.1,69.0,5.0,0.04,-1.01,0.14
2017-10-21 11:51:03,28.1,69.0,5.0,0.09,-1.01,0.14
2017-10-21 11:51:03,28.1,69.0,5.0,0.11,-0.90,0.39
2017-10-21 11:51:04,28.1,69.0,5.0,0.10,-0.98,-0.06
2017-10-21 11:51:04,28.1,69.0,5.0,0.18,-0.99,-0.08
2017-10-21 11:51:05,28.1,69.0,5.0,0.17,-0.98,-0.08
2017-10-21 11:51:05,28.1,69.0,5.0,0.16,-0.98,-0.12
2017-10-21 11:51:06,28.1,69.0,5.0,0.18,-0.99,-0.09
2017-10-21 11:51:06,28.1,69.0,5.0,0.18,-0.98,-0.09
2017-10-21 11:51:07,28.1,69.0,5.0,0.19,-0.98,-0.09
2017-10-21 11:51:07,28.1,69.0,5.0,0.17,-0.98,-0.11
2017-10-21 11:51:08,28.1,69.0,5.0,0.14,-0.98,-0.12
2017-10-21 11:51:08,28.1,69.0,5.0,0.17,-0.98,-0.09
2017-10-21 11:51:09,28.1,69.0,5.0,0.17,-0.98,-0.10
2017-10-21 11:51:09,28.1,69.0,5.0,0.17,-0.98,-0.09
2017-10-21 11:51:10,28.1,69.0,5.0,0.18,-0.98,-0.08
2017-10-21 11:51:10,28.1,69.0,5.0,0.17,-0.98,-0.10
2017-10-21 11:51:11,28.1,69.0,5.0,0.19,-0.98,-0.09
2017-10-21 11:51:11,28.1,69.0,5.0,0.13,-0.99,-0.07
2017-10-21 11:51:12,28.1,69.0,5.0,0.13,-1.02,-0.01
2017-10-21 11:51:12,28.1,69.0,5.0,0.12,-1.00,-0.01
2017-10-21 11:51:13,28.1,69.0,5.0,0.11,-1.00,0.01
2017-10-21 11:51:13,28.1,69.0,5.0,0.13,-0.99,-0.06
2017-10-21 11:51:14,28.2,69.0,5.0,0.09,-0.99,-0.04
2017-10-21 11:51:14,28.2,69.0,5.0,0.09,-0.99,-0.04
2017-10-21 11:51:15,28.1,69.0,5.0,0.21,-0.99,0.00
2017-10-21 11:51:15,28.1,69.0,5.0,0.07,-0.99,-0.08
2017-10-21 11:51:16,28.2,69.0,5.0,0.13,-0.99,-0.05
2017-10-21 11:51:16,28.1,69.0,5.0,0.12,-0.99,-0.04
2017-10-21 11:51:17,28.1,69.0,5.0,0.10,-0.99,-0.06
2017-10-21 11:51:17,28.2,69.0,5.0,0.09,-0.98,-0.05
2017-10-21 11:51:18,28.2,69.0,5.0,0.12,-0.99,-0.05
2017-10-21 11:51:18,28.2,69.0,5.0,0.16,-0.99,-0.04
2017-10-21 11:51:19,28.2,69.0,5.0,0.12,-0.99,-0.07
2017-10-21 11:51:19,28.2,69.0,5.0,0.09,-0.98,-0.08
2017-10-21 11:51:20,28.2,69.0,5.0,0.20,-0.99,0.05
2017-10-21 11:51:20,28.2,69.0,5.0,0.08,-0.99,-0.03
2017-10-21 11:51:21,28.2,69.0,5.0,0.20,-0.99,0.07
2017-10-21 11:51:21,28.2,69.0,5.0,0.19,-0.98,0.06
2017-10-21 11:51:22,28.2,69.0,5.0,0.17,-0.99,0.02
2017-10-21 11:51:22,28.2,69.0,5.0,0.09,-0.99,-0.10
2017-10-21 11:51:23,28.2,69.0,5.0,0.14,-0.99,-0.04
2017-10-21 11:51:23,28.2,69.0,5.0,0.15,-0.99,-0.05
2017-10-21 11:51:24,28.2,69.0,5.0,0.15,-0.99,-0.05
2017-10-21 11:51:24,28.2,69.0,5.0,0.13,-0.99,-0.03
2017-10-21 11:51:25,28.2,69.0,5.0,0.08,-0.99,-0.05
2017-10-21 11:51:25,28.2,69.0,5.0,0.18,-0.99,0.02
2017-10-21 11:51:26,28.2,69.0,5.0,0.19,-0.99,-0.00
2017-10-21 11:51:26,28.2,69.0,5.0,0.19,-0.98,-0.01
2017-10-21 11:51:27,28.2,69.0,5.0,0.16,-0.99,-0.05
2017-10-21 11:51:27,28.2,69.0,5.0,0.17,-1.00,-0.02
2017-10-21 11:51:28,28.2,69.0,5.0,0.18,-0.99,-0.07
2017-10-21 11:51:28,28.2,69.0,5.0,0.17,-1.00,0.04
2017-10-21 11:51:29,28.2,69.0,5.0,0.13,-0.97,-0.01
2017-10-21 11:51:29,28.2,69.1,5.0,0.13,-0.98,-0.03
2017-10-21 11:51:30,28.2,69.0,5.0,0.11,-0.99,-0.04
2017-10-21 11:51:30,28.2,69.0,5.0,0.14,-0.99,0.02
2017-10-21 11:51:31,28.2,69.0,5.0,0.12,-0.99,-0.03
2017-10-21 11:51:31,28.2,69.0,5.0,0.14,-0.98,0.02
2017-10-21 11:51:32,28.2,69.0,5.0,0.20,-1.01,0.05
2017-10-21 11:51:32,28.2,69.0,5.0,0.16,-0.98,0.03
2017-10-21 11:51:33,28.2,69.0,5.0,0.16,-0.98,-0.05
2017-10-21 11:51:33,28.2,69.0,5.0,0.14,-0.99,-0.07
2017-10-21 11:51:34,28.2,69.0,5.0,0.12,-0.98,-0.08
2017-10-21 11:51:34,28.2,69.0,5.0,0.17,-0.95,-0.12
2017-10-21 11:51:35,28.2,69.0,5.0,0.19,-0.99,-0.06
2017-10-21 11:51:35,28.2,69.0,5.0,0.15,-0.98,-0.06
2017-10-21 11:51:36,28.2,69.0,5.0,0.16,-1.00,-0.03
2017-10-21 11:51:36,28.2,69.1,5.0,0.08,-1.00,-0.13
2017-10-21 11:51:37,28.3,69.1,5.0,0.05,-0.98,-0.04
2017-10-21 11:51:37,28.3,69.1,5.0,0.35,-0.90,0.25
2017-10-21 11:51:38,28.3,69.1,5.0,0.03,-0.96,-0.19
2017-10-21 11:51:38,28.2,69.1,5.0,0.51,-0.91,-0.14
2017-10-21 11:51:39,28.3,69.1,5.0,0.23,-0.87,0.33
2017-10-21 11:51:39,28.3,69.1,5.0,0.23,-0.97,-0.03
2017-10-21 11:51:40,28.3,69.1,5.0,0.10,-1.09,0.29
2017-10-21 11:51:40,28.3,69.1,5.0,0.16,-0.89,0.08
2017-10-21 11:51:41,28.3,69.1,5.0,0.10,-1.00,-0.02
2017-10-21 11:51:41,28.3,69.1,5.0,0.00,-1.06,-0.02
2017-10-21 11:51:42,28.3,69.1,5.0,0.25,-0.77,0.42
2017-10-21 11:51:42,28.3,69.1,5.0,-0.12,-1.01,-0.20
2017-10-21 11:51:43,28.3,69.1,5.0,-0.13,-1.02,0.01
2017-10-21 11:51:43,28.3,69.1,5.0,0.23,-1.05,0.11
2017-10-21 11:51:44,28.3,69.1,5.0,0.34,-0.69,1.14
2017-10-21 11:51:44,28.3,69.1,5.0,0.17,-0.96,-0.02
2017-10-21 11:51:45,28.3,69.1,5.0,0.03,-0.80,0.22
2017-10-21 11:51:45,28.3,69.2,5.0,0.08,-0.99,0.13
2017-10-21 11:51:46,28.3,69.2,5.0,0.02,-0.97,0.01
2017-10-21 11:51:46,28.3,69.2,5.0,-0.05,-1.07,-0.18
2017-10-21 11:51:47,28.3,69.2,5.0,-0.06,-1.06,-0.23
2017-10-21 11:51:47,28.3,69.2,5.0,-0.07,-0.88,-0.26
2017-10-21 11:51:48,28.3,69.2,5.0,-0.29,-0.59,-0.25
2017-10-21 11:51:48,28.3,69.2,5.0,0.00,-0.83,-0.59
2017-10-21 11:51:49,28.3,69.2,5.0,0.01,-0.74,-0.66
2017-10-21 11:51:49,28.3,69.2,5.0,-0.01,-0.79,-0.64
2017-10-21 11:51:50,28.3,69.2,5.0,-0.00,-0.78,-0.63
2017-10-21 11:51:50,28.3,69.2,5.0,-0.10,-0.79,-0.61
2017-10-21 11:51:51,28.3,69.2,5.0,-0.07,-0.78,-0.61
2017-10-21 11:51:51,28.3,69.2,5.0,0.02,-0.77,-0.64
2017-10-21 11:51:52,28.3,69.3,5.0,-0.03,-0.79,-0.60
2017-10-21 11:51:52,28.3,69.2,5.0,-0.01,-0.78,-0.62
2017-10-21 11:51:53,28.3,69.3,5.0,-0.02,-0.79,-0.62
2017-10-21 11:51:53,28.3,69.3,5.0,-0.01,-0.78,-0.62
2017-10-21 11:51:54,28.3,69.3,5.0,0.00,-0.80,-0.62
2017-10-21 11:51:54,28.4,69.3,5.0,-0.02,-0.78,-0.62
2017-10-21 11:51:55,28.4,69.3,5.0,-0.05,-0.80,-0.62
2017-10-21 11:51:55,28.4,69.3,5.0,-0.01,-0.79,-0.62
2017-10-21 11:51:56,28.4,69.3,5.0,-0.01,-0.80,-0.60
2017-10-21 11:51:56,28.4,69.3,5.0,0.04,-0.90,-0.65
2017-10-21 11:51:57,28.4,69.3,5.0,-0.13,-0.85,-0.50
2017-10-21 11:51:57,28.4,69.3,5.0,0.01,-0.97,-0.03
2017-10-21 11:51:58,28.4,69.3,5.0,0.10,-0.98,-0.15
2017-10-21 11:51:58,28.4,69.3,5.0,0.01,-1.04,-0.17
2017-10-21 11:51:59,28.4,69.4,5.0,-0.25,-0.88,-0.28
2017-10-21 11:51:59,28.4,69.3,5.0,-0.10,-0.93,-0.28
2017-10-21 11:52:00,28.4,69.3,5.0,0.16,-0.86,-0.43
2017-10-21 11:52:00,28.4,69.3,5.0,0.04,-0.91,-0.42
2017-10-21 11:52:01,28.4,69.3,5.0,0.02,-0.93,-0.39
2017-10-21 11:52:01,28.4,69.4,5.0,0.07,-0.92,-0.38
2017-10-21 11:52:02,28.4,69.4,5.0,0.09,-0.92,-0.37
2017-10-21 11:52:02,28.4,69.4,5.0,0.11,-0.91,-0.36
2017-10-21 11:52:03,28.4,69.4,5.0,0.18,-0.91,-0.34
2017-10-21 11:52:03,28.4,69.4,5.0,0.08,-0.95,-0.36
2017-10-21 11:52:04,28.4,69.4,5.0,0.10,-0.93,-0.31
2017-10-21 11:52:04,28.4,69.4,5.0,0.10,-0.93,-0.35
2017-10-21 11:52:05,28.4,69.4,5.0,0.09,-0.94,-0.33
2017-10-21 11:52:05,28.4,69.4,5.0,0.06,-0.93,-0.33
2017-10-21 11:52:06,28.5,69.4,5.0,0.17,-0.93,-0.32
2017-10-21 11:52:06,28.5,69.4,5.0,0.12,-0.95,-0.30
2017-10-21 11:52:07,28.5,69.4,5.0,0.02,-0.96,-0.26
2017-10-21 11:52:07,28.5,69.4,5.0,0.09,-0.96,-0.28
2017-10-21 11:52:08,28.5,69.4,5.0,0.08,-0.94,-0.28
2017-10-21 11:52:08,28.5,69.4,5.0,0.15,-0.93,-0.34
2017-10-21 11:52:09,28.5,69.4,5.0,0.11,-0.93,-0.34
2017-10-21 11:52:09,28.5,69.4,5.0,0.07,-0.93,-0.36
2017-10-21 11:52:10,28.5,69.4,5.0,0.13,-0.94,-0.34
2017-10-21 11:52:10,28.5,69.4,5.0,0.10,-0.94,-0.33
2017-10-21 11:52:11,28.5,69.5,5.0,0.11,-0.95,-0.31
2017-10-21 11:52:11,28.5,69.5,5.0,0.10,-0.94,-0.32
2017-10-21 11:52:12,28.5,69.5,5.0,0.09,-0.92,-0.33
2017-10-21 11:52:12,28.5,69.5,5.0,0.13,-0.95,-0.30
2017-10-21 11:52:13,28.5,69.5,5.0,0.08,-0.95,-0.30
2017-10-21 11:52:13,28.5,69.5,5.0,0.07,-0.95,-0.29
2017-10-21 11:52:14,28.5,69.5,5.0,0.07,-0.95,-0.30
2017-10-21 11:52:14,28.5,69.5,5.0,0.10,-0.93,-0.35
2017-10-21 11:52:15,28.5,69.5,5.0,0.17,-0.92,-0.36
2017-10-21 11:52:15,28.5,69.5,5.0,-0.03,-0.97,-0.34
2017-10-21 11:52:16,28.5,69.5,5.0,-0.00,-0.98,-0.25
2017-10-21 11:52:16,28.5,69.5,5.0,0.04,-0.98,-0.32
2017-10-21 11:52:17,28.5,69.5,5.0,0.10,-0.93,-0.31
2017-10-21 11:52:17,28.5,69.5,5.0,0.12,-0.94,-0.33
2017-10-21 11:52:18,28.5,69.5,5.0,0.13,-0.95,-0.30
2017-10-21 11:52:18,28.5,69.5,5.0,0.11,-0.94,-0.31
2017-10-21 11:52:19,28.5,69.5,5.0,0.16,-0.94,-0.31
2017-10-21 11:52:19,28.5,69.5,5.0,0.10,-0.96,-0.26
2017-10-21 11:52:20,28.5,69.5,5.0,0.11,-0.97,-0.25
2017-10-21 11:52:20,28.5,69.5,5.0,0.07,-0.95,-0.26
2017-10-21 11:52:21,28.6,69.5,5.0,0.10,-0.97,-0.25
2017-10-21 11:52:21,28.5,69.5,5.0,0.09,-0.96,-0.27
2017-10-21 11:52:22,28.6,69.5,5.0,0.12,-0.95,-0.27
2017-10-21 11:52:22,28.5,69.5,5.0,0.14,-0.96,-0.28
2017-10-21 11:52:23,28.6,69.5,5.0,0.13,-0.87,-0.20
2017-10-21 11:52:23,28.6,69.6,5.0,0.14,-0.96,-0.12
2017-10-21 11:52:24,28.6,69.6,5.0,0.13,-1.05,-0.19
2017-10-21 11:52:24,28.6,69.6,5.0,0.27,-0.93,-0.23
2017-10-21 11:52:25,28.6,69.6,5.0,0.24,-0.95,-0.20
2017-10-21 11:52:25,28.6,69.6,5.0,0.22,-0.96,-0.19
2017-10-21 11:52:26,28.6,69.6,5.0,0.21,-0.92,-0.19
2017-10-21 11:52:26,28.6,69.6,5.0,0.20,-0.96,-0.18
2017-10-21 11:52:27,28.6,69.6,5.0,0.22,-0.96,-0.20
2017-10-21 11:52:27,28.6,69.6,5.0,0.22,-0.97,-0.18
2017-10-21 11:52:28,28.6,69.6,5.0,0.22,-0.96,-0.20
2017-10-21 11:52:28,28.6,69.6,5.0,0.22,-0.96,-0.19
2017-10-21 11:52:29,28.6,69.6,5.0,0.24,-0.96,-0.18
2017-10-21 11:52:29,28.6,69.6,5.0,0.24,-0.95,-0.21
2017-10-21 11:52:30,28.6,69.6,5.0,0.28,-0.95,-0.22
2017-10-21 11:52:30,28.6,69.6,5.0,0.22,-0.96,-0.20
2017-10-21 11:52:31,28.6,69.6,5.0,0.23,-0.95,-0.21
2017-10-21 11:52:31,28.6,69.6,5.0,0.26,-0.95,-0.21
2017-10-21 11:52:32,28.6,69.6,5.0,0.25,-0.95,-0.20
2017-10-21 11:52:32,28.6,69.6,5.0,0.22,-0.95,-0.20
2017-10-21 11:52:33,28.6,69.6,5.0,0.24,-0.95,-0.21
2017-10-21 11:52:33,28.6,69.6,5.0,0.24,-0.95,-0.20
2017-10-21 11:52:34,28.6,69.6,5.0,0.24,-0.96,-0.20
2017-10-21 11:52:34,28.6,69.6,5.0,0.26,-0.94,-0.20
2017-10-21 11:52:35,28.6,69.6,5.0,0.20,-0.96,-0.21
2017-10-21 11:52:35,28.6,69.6,5.0,0.10,-1.01,-0.25
2017-10-21 11:52:36,28.6,69.6,5.0,0.18,-0.95,-0.29
2017-10-21 11:52:36,28.7,69.6,5.0,0.14,-0.94,-0.29
2017-10-21 11:52:37,28.7,69.7,5.0,0.13,-0.95,-0.29
2017-10-21 11:52:37,28.6,69.6,5.0,0.17,-0.94,-0.30
2017-10-21 11:52:38,28.7,69.6,5.0,0.17,-0.95,-0.29
2017-10-21 11:52:38,28.7,69.7,5.0,0.18,-0.95,-0.29
2017-10-21 11:52:39,28.7,69.7,5.0,0.15,-0.95,-0.29
2017-10-21 11:52:39,28.7,69.7,5.0,0.18,-0.94,-0.29
2017-10-21 11:52:40,28.7,69.6,5.0,0.16,-0.94,-0.29
2017-10-21 11:52:40,28.7,69.7,5.0,0.17,-0.94,-0.29
2017-10-21 11:52:41,28.7,69.7,5.0,0.16,-0.94,-0.30
2017-10-21 11:52:41,28.7,69.7,5.0,0.18,-0.93,-0.31
2017-10-21 11:52:42,28.7,69.7,5.0,0.17,-0.94,-0.31
2017-10-21 11:52:42,28.7,69.6,5.0,0.18,-0.94,-0.29
2017-10-21 11:52:43,28.7,69.7,5.0,0.17,-0.95,-0.30
2017-10-21 11:52:43,28.7,69.7,5.0,0.12,-0.96,-0.23
2017-10-21 11:52:44,28.7,69.7,5.0,0.13,-0.96,-0.27
2017-10-21 11:52:44,28.7,69.7,5.0,0.12,-0.95,-0.26
2017-10-21 11:52:45,28.7,69.7,5.0,0.13,-0.96,-0.25
2017-10-21 11:52:45,28.7,69.7,5.0,0.15,-0.96,-0.26
2017-10-21 11:52:46,28.7,69.7,5.0,0.16,-0.96,-0.27
2017-10-21 11:52:46,28.7,69.7,5.0,0.16,-0.96,-0.30
2017-10-21 11:52:47,28.7,69.7,5.0,0.16,-0.95,-0.30
2017-10-21 11:52:47,28.7,69.7,5.0,0.16,-0.94,-0.29
2017-10-21 11:52:48,28.7,69.7,5.0,0.17,-0.94,-0.30
2017-10-21 11:52:48,28.7,69.7,5.0,0.19,-0.95,-0.27
2017-10-21 11:52:49,28.7,69.7,5.0,0.14,-0.96,-0.27
2017-10-21 11:52:49,28.7,69.7,5.0,0.16,-0.91,-0.31
2017-10-21 11:52:50,28.7,69.7,5.0,0.09,-0.95,-0.27
2017-10-21 11:52:50,28.8,69.7,5.0,0.14,-1.15,-0.21
2017-10-21 11:52:51,28.7,69.7,5.0,0.16,-1.00,0.21
2017-10-21 11:52:51,28.7,69.7,5.0,0.09,-1.00,0.13
2017-10-21 11:52:52,28.7,69.7,5.0,0.37,-1.08,-0.05
2017-10-21 11:52:52,28.8,69.7,5.0,0.22,-0.96,0.07
2017-10-21 11:52:53,28.8,69.7,5.0,0.09,-0.99,0.13
2017-10-21 11:52:53,28.8,69.7,5.0,0.10,-0.99,0.12
2017-10-21 11:52:54,28.8,69.7,5.0,0.12,-0.99,0.11
2017-10-21 11:52:54,28.7,69.7,5.0,0.11,-0.99,0.13
2017-10-21 11:52:55,28.8,69.7,5.0,0.09,-0.99,0.13
2017-10-21 11:52:55,28.8,69.7,5.0,0.08,-0.99,0.12
2017-10-21 11:52:56,28.8,69.7,5.0,0.10,-0.99,0.13
2017-10-21 11:52:56,28.8,69.7,5.0,0.05,-0.99,0.13
2017-10-21 11:52:57,28.7,69.7,5.0,0.09,-0.99,0.13
2017-10-21 11:52:57,28.8,69.7,5.0,0.05,-0.99,0.13
2017-10-21 11:52:58,28.8,69.7,5.0,0.09,-0.99,0.13
2017-10-21 11:52:58,28.8,69.7,5.0,0.08,-0.99,0.13
2017-10-21 11:52:59,28.8,69.7,5.0,0.09,-0.99,0.13
2017-10-21 11:52:59,28.8,69.7,5.0,0.07,-0.99,0.13
2017-10-21 11:53:00,28.8,69.7,5.0,0.08,-0.99,0.13
2017-10-21 11:53:00,28.8,69.7,5.0,0.08,-0.99,0.13
2017-10-21 11:53:01,28.8,69.7,5.0,0.07,-0.99,0.11
2017-10-21 11:53:01,28.8,69.7,5.0,0.07,-0.99,0.13
2017-10-21 11:53:02,28.8,69.7,5.0,0.10,-0.99,0.13
2017-10-21 11:53:02,28.8,69.7,5.0,0.10,-0.99,0.14
2017-10-21 11:53:03,28.8,69.7,5.0,0.08,-0.99,0.13
2017-10-21 11:53:03,28.8,69.7,5.0,0.08,-1.00,0.13
2017-10-21 11:53:04,28.8,69.7,5.0,0.09,-0.99,0.11
2017-10-21 11:53:04,28.8,69.7,5.0,0.08,-0.99,0.12
2017-10-21 11:53:05,28.8,69.7,5.0,0.08,-0.99,0.12
2017-10-21 11:53:05,28.8,69.7,5.0,0.07,-0.99,0.14
2017-10-21 11:53:06,28.8,69.7,5.0,0.09,-0.99,0.12
2017-10-21 11:53:06,28.8,69.7,5.0,0.09,-0.99,0.13
2017-10-21 11:53:07,28.8,69.7,5.0,0.06,-0.99,0.14
2017-10-21 11:53:07,28.8,69.7,5.0,0.03,-0.99,0.14
2017-10-21 11:53:08,28.8,69.7,5.0,0.07,-0.99,0.13
2017-10-21 11:53:08,28.8,69.7,5.0,0.08,-0.98,0.12
2017-10-21 11:53:09,28.8,69.7,5.0,0.07,-0.99,0.14
2017-10-21 11:53:09,28.8,69.7,5.0,0.08,-0.99,0.12
2017-10-21 11:53:10,28.8,69.8,5.0,0.07,-0.99,0.14
2017-10-21 11:53:10,28.8,69.7,5.0,0.09,-0.99,0.13
2017-10-21 11:53:11,28.8,69.7,5.0,0.08,-0.99,0.13
2017-10-21 11:53:11,28.8,69.7,5.0,0.07,-0.99,0.13
2017-10-21 11:53:12,28.9,69.8,5.0,0.09,-0.99,0.14
2017-10-21 11:53:12,28.9,69.7,5.0,0.09,-0.99,0.12
2017-10-21 11:53:13,28.9,69.8,5.0,0.05,-0.99,0.13
2017-10-21 11:53:13,28.9,69.8,5.0,0.09,-0.99,0.14
2017-10-21 11:53:14,28.9,69.8,5.0,0.07,-0.99,0.13
2017-10-21 11:53:14,28.8,69.8,5.0,0.09,-0.99,0.12
2017-10-21 11:53:15,28.9,69.8,5.0,0.07,-0.99,0.14
2017-10-21 11:53:15,28.9,69.8,5.0,0.09,-0.98,0.15
2017-10-21 11:53:16,28.9,69.8,5.0,0.06,-0.99,0.11
2017-10-21 11:53:16,28.9,69.8,5.0,0.11,-0.99,0.09
2017-10-21 11:53:17,28.9,69.8,5.0,0.10,-1.01,0.07
2017-10-21 11:53:17,28.9,69.8,5.0,0.12,-0.97,0.09
2017-10-21 11:53:18,28.9,69.8,5.0,0.10,-1.00,0.10
2017-10-21 11:53:18,28.9,69.7,5.0,0.15,-0.96,-0.02
2017-10-21 11:53:19,28.9,69.7,5.0,0.21,-1.00,-0.05
2017-10-21 11:53:19,28.9,69.8,5.0,0.26,-0.97,-0.02
